   0.00000   449.23312 
   0.91589  1098.74084 
   1.83178  1209.43127 
   2.74768  1320.46594 
   3.66357  1366.29993 
   4.57946  1389.21313 
   5.49536  1671.15759 
   6.41125  1782.38184 
   7.32714  2019.42310 
   8.24303  1891.56445 
   9.15893  1672.31409 
  10.07482  1823.41992 
  10.99071  1953.65442 
  11.90660  2228.53979 
  12.82249  2345.16748 
  13.73839  2343.06714 
  14.65428  2451.76733 
  15.57017  2501.36523 
  16.48606  2406.38159 
  17.40196  2406.07715 
  18.31785  2603.12207 
  19.23374  2670.20654 
  20.14964  2584.54663 
  21.06553  2674.93164 
  21.98142  2552.40747 
  22.89731  2478.26709 
  23.81321  2404.77344 
  24.72910  2530.74902 
  25.64499  2514.28662 
  26.56088  2379.90869 
  27.47677  2729.18848 
  28.39267  2839.73242 
  29.30856  2858.38208 
  30.22445  2855.52563 
  31.14034  2699.83105 
  32.05624  2668.12573 
  32.97213  2641.48120 
  33.88802  2653.47583 
  34.80391  2527.26660 
  35.71981  2479.79419 
  36.63570  2620.14722 
  37.55159  2681.30005 
  38.46748  2860.48560 
  39.38338  3169.44019 
  40.29927  3241.15552 
  41.21516  3328.37866 
  42.13105  3224.28003 
  43.04695  3279.15918 
  43.96284  3295.87891 
  44.87873  3436.12402 
  45.79462  3418.34009 
  46.71052  3406.61011 
  47.62641  3570.61597 
  48.54230  3801.40845 
  49.45819  3882.02808 
  50.37409  3973.22363 
  51.28998  4021.75830 
  52.20587  3918.67261 
  53.12177  3863.95947 
  54.03766  3931.33252 
  54.95355  3987.51318 
  55.86944  4183.84082 
  56.78534  4386.26270 
  57.70123  4204.26123 
  58.61712  4109.75293 
  59.53301  4002.63843 
  60.44891  4079.76489 
  61.36480  4026.73389 
  62.28069  3901.68262 
  63.19658  3981.45288 
  64.11247  3972.88867 
  65.02837  4167.85693 
  65.94426  4289.19092 
  66.86015  4309.08496 
  67.77605  4467.68018 
  68.69194  4576.27246 
  69.60783  4646.35938 
  70.52372  4612.57031 
  71.43961  4596.38623 
  72.35551  4911.59375 
  73.27140  5055.05811 
  74.18729  5047.25928 
  75.10319  5105.09619 
  76.01907  5038.68115 
  76.93497  5060.92236 
  77.85086  5025.31055 
  78.76675  5078.44873 
  79.68265  4999.58691 
  80.59854  5289.87012 
  81.51443  5270.64600 
  82.43032  5265.05664 
  83.34621  5380.66064 
  84.26211  5411.31348 
  85.17800  5418.97656 
  86.09389  5536.08447 
  87.00979  5678.11865 
  87.92568  5605.88379 
  88.84158  5645.65869 
  89.75746  5742.19971 
  90.67336  5849.70508 
  91.58925  5928.54980 
